,idiom,pinyin,explanation
2426,付之东流,"['fu', 'zhi', 'dong', 'liu']",扔在东流的水里冲走。比喻希望落空，成果丧失，前功尽弃，好象随着流水冲走了一样。
2427,恨之入骨,"['hen', 'zhi', 'ru', 'gu']",恨到骨头里去。形容痛恨到极点。
2428,弱不禁风,"['ruo', 'bu', 'jin', 'feng']",禁承受。形容身体娇弱，连风吹都经受不起。
2429,悔不当初,"['hui', 'bu', 'dang', 'chu']",悔后悔；当初开头，起初◇悔不在当初采取另一种行动。
2430,高朋满座,"['gao', 'peng', 'man', 'zuo']",高高贵。高贵的朋友坐满了席位。形容宾客很多。
2431,身怀六甲,"['shen', 'huai', 'liu', 'jia']",六甲传说为上帝造物的日子。指妇女怀孕。
2432,三百六十行,"['san', 'bai', 'liu', 'shi', 'hang']",旧时对各行各业的通称。
2433,损人不利己,"['sun', 'ren', 'bu', 'li', 'ji']",损害别人对自己也没有好处。
2434,知足常乐,"['zhi', 'zu', 'chang', 'le']",知道满足，就总是快乐。形容安于已经得到的利益、地位。
2435,睡眼惺忪,"['shui', 'yan', 'xing', 'song']",惺忪刚苏醒的样子。形容睡觉的人刚睡醒，还没有完全清醒。
2436,古为今用,"['gu', 'wei', 'jin', 'yong']",批判地继承文化遗产，使之为今天的无产阶级政治服务。
2437,鼻青脸肿,"['bi', 'qing', 'lian', 'zhong']",鼻子发青，脸部肿起。形容脸部伤势严重。
2438,言行不一,"['yan', 'xing', 'bu', 'yi']",说的是一套，做的又是另外一套。
2439,绿草如茵,"['lv', 'cao', 'ru', 'yin']",绿油油的草好象地上铺的褥子。常指可供临时休憩的草地。亦作碧草如茵”。
2440,摇头晃脑,"['yao', 'tou', 'huang', 'nao']",晃摇动。脑袋摇来摇去。形容自己感觉很有乐趣或自己认为很不差的样子。
2441,桃李满天下,"['tao', 'li', 'man', 'tian', 'xia']",桃李指培养的后辈或所教的学生。比喻学生很多，各地都有。
2442,各个击破,"['ge', 'ge', 'ji', 'po']",各个逐个；击攻。军事术语。指利用优势兵力将被分割开的敌军一部分一部分消灭。有时也比喻将问题逐个解决。
2443,长篇大论,"['chang', 'pian', 'da', 'lun']",滔滔不绝的言论。多指内容烦琐、词句重复的长篇发言或文章。
2444,落井下石,"['luo', 'jing', 'xia', 'shi']",看见人要掉进陷井里，不伸手救他，反而推他下去，又扔下石头。比喻乘人有危难时加以陷害。
2445,步步高升,"['bu', 'bu', 'gao', 'sheng']",步步表示距离很短；高升往上升。指职位不断上升。
2446,各行其是,"['ge', 'xing', 'qi', 'shi']",行做，办；是对的。按照各自认为对的去做。比喻各搞一套。
2447,顺水推舟,"['shun', 'shui', 'tui', 'zhou']",顺着水流的方向推船。比喻顺着某个趋势或某种方便说话办事。
2448,匠心独运,"['jiang', 'xin', 'du', 'yun']",匠心工巧的心思。独创性地运用精巧的心思。
2449,乱作一团,"['luan', 'zuo', 'yi', 'tuan']",混杂在一起，形容极为混乱。
2450,从头至尾,"['cong', 'tou', 'zhi', 'wei']",从开头至结尾。指某件事物的全过程或全部内容。
2451,左思右想,"['zuo', 'si', 'you', 'xiang']",多方面想了又想。
2452,点石成金,"['dian', 'shi', 'cheng', 'jin']",比喻修改文章时稍稍改动原来的文字，就使它变得很出色。
2453,热锅上的蚂蚁,"['re', 'guo', 'shang', 'de', 'ma', 'yi']",形容心里烦躁、焦急，坐立不安的样子。
2454,群龙无首,"['qun', 'long', 'wu', 'shou']",一群龙没有领头的。比喻没有领头的，无法统一行动。
2455,近亲繁殖,"['jin', 'qin', 'fan', 'zhi']",指亲缘关系近的家畜个体间交配繁殖。可以用于领导干部在自己权利范围内任人唯亲。
2456,命中注定,"['ming', 'zhong', 'zhu', 'ding']",迷信的人认为人的一切遭遇都是命运预先决定的，人力无法挽回。
2457,风花雪月,"['feng', 'hua', 'xue', 'yue']",原指旧时诗文里经常描写的自然景物◇比喻堆砌词藻、内容贫乏空洞的诗文。也指爱情之事或花天酒地的荒淫生活。
2458,一败涂地,"['yi', 'bai', 'tu', 'di']",形容失败到了不可收拾的地步。
2459,混淆是非,"['hun', 'xiao', 'shi', 'fei']",混淆使界限不清。故意把正确的说成错误的，把错误的说成正确的。
2460,雍容华贵,"['yong', 'rong', 'hua', 'gui']",形容态度文雅从容，庄重大方。
2461,刀光剑影,"['dao', 'guang', 'jian', 'ying']",隐约显现出刀剑的闪光和影子。形容环境充满了凶险的气氛。
2462,死于非命,"['si', 'yu', 'fei', 'ming']",非命横死。在意外的灾祸中死亡。
2463,大雨滂沱,"['da', 'yu', 'pang', 'tuo']",滂沱雨大而多的样子。形容寸下得很大。
2464,无以复加,"['wu', 'yi', 'fu', 'jia']",不可能再增加。指程度达到了极点。
2465,百无聊赖,"['bai', 'wu', 'liao', 'lai']",聊赖依赖。精神上无所寄托，感到什么都没意思。
2466,改名换姓,"['gai', 'ming', 'huan', 'xing']",改换了原来的姓名。
2467,精疲力尽,"['jing', 'pi', 'li', 'jin']",精神疲乏，气力用尽。形容精神和身体极度疲劳。
2468,夸夸其谈,"['kua', 'kua', 'qi', 'tan']",形容说话浮夸不切实际。
2469,大权在握,"['da', 'quan', 'zai', 'wo']",手中掌握有很大权力。
2470,一线生机,"['yi', 'xian', 'sheng', 'ji']",线微小；生机生存的机会。还有一点儿生存的希望。
2471,正大光明,"['zheng', 'da', 'guang', 'ming']",心怀坦白，言行正派。
2472,长驱直入,"['chang', 'qu', 'zhi', 'ru']",长驱不停顿地策马快跑；直入一直往前。指长距离不停顿的快速行进。形容进军迅猛，不可阻挡。
2473,怡然自得,"['yi', 'ran', 'zi', 'de']",怡然安适愉快的样子。形容高兴而满足的样子。
2474,利令智昏,"['li', 'ling', 'zhi', 'hun']",令使；智理智；昏昏乱，神智不清。因贪图私利而失去理智，把什么都忘了。
2475,垂涎三尺,"['chui', 'xian', 'san', 'chi']",涎口水。口水挂下三尺长。形容极其贪婪的样子。也形容非常眼热。
2476,节外生枝,"['jie', 'wai', 'sheng', 'zhi']",本不应该生枝的地方生枝。比喻在原有问题之外又岔出了新问题。多指故意设置障碍，使问题不能顺利解决。
2477,情投意合,"['qing', 'tou', 'yi', 'he']",投相合。形容双方思想感情融洽，合得来。
2478,黯然神伤,"['an', 'ran', 'shen', 'shang']",指心神悲沮的样子。
2479,显山露水,"['xian', 'shan', 'lu', 'shui']",比喻出名，显露才能。
2480,龙凤呈祥,"['long', 'feng', 'cheng', 'xiang']",指吉庆之事。
2481,衣锦还乡,"['yi', 'jin', 'huan', 'xiang']",旧指富贵以后回到故乡‖有向乡里夸耀的意思。
2482,兵戎相见,"['bing', 'rong', 'xiang', 'jian']",兵戎武器。以武力相见。指用战争解决问题。
2483,深仇大恨,"['shen', 'chou', 'da', 'hen']",深而大的仇恨。
2484,声名狼藉,"['sheng', 'ming', 'lang', 'ji']",声名名誉；狼藉杂乱不堪。名声败坏到了极点。
2485,严丝合缝,"['yan', 'si', 'he', 'feng']",指缝隙严密闭合。
2486,仗义执言,"['zhang', 'yi', 'zhi', 'yan']",执言说公道话。为了正义说公道话。指能伸张正义。
2487,依然如故,"['yi', 'ran', 'ru', 'gu']",依然仍旧；故过去，从前。指人没有什么长进，还是从前的老样子。
2488,血气方刚,"['xue', 'qi', 'fang', 'gang']",血气精力；方正；刚强劲。形容年青人精力正旺盛。
2489,对答如流,"['dui', 'da', 'ru', 'liu']",对答回答。回答问话象流水一样快。形容口才好，反应快。
2490,勤学苦练,"['qin', 'xue', 'ku', 'lian']",认真学习，刻苦训练。
2491,难于上青天,"['nan', 'yu', 'shang', 'qing', 'tian']",比上天还难。形容极其困难，不易实现。
2492,雕梁画栋,"['diao', 'liang', 'hua', 'dong']",指有彩绘装饰的十分华丽的房屋。
2493,妇孺皆知,"['fu', 'ru', 'jie', 'zhi']",孺小孩。妇女、小孩全都知道。指众所周知。
2494,举重若轻,"['ju', 'zhong', 'ruo', 'qing']",举起沉重的东西像是在摆弄轻的东西。比喻能力强，能够轻松地胜任繁重的工作或处理困难的问题。
2495,知无不言,"['zhi', 'wu', 'bu', 'yan']",凡是知道的没有不说的。
2496,待价而沽,"['dai', 'jia', 'er', 'gu']",沽卖。等有好价钱才卖。比喻谁给好的待遇就替谁工作。
2497,言之有物,"['yan', 'zhi', 'you', 'wu']",物内容。文章或讲话有具体内容。
2498,义正词严,"['yi', 'zheng', 'ci', 'yan']",义道理。词言辞。道理正当公允，严肃的措词。亦作义正辞严”、辞严义正”、辞严意正”、词严理正”、正义严辞”。
2499,迷途知返,"['mi', 'tu', 'zhi', 'fan']",迷途迷失道路；返回来。迷了路知道回来。比喻发觉自己犯了错误，知道改正。
2500,变化无常,"['bian', 'hua', 'wu', 'chang']",无常没有常态。指事物经常变化，没有规律性。
2501,高耸入云,"['gao', 'song', 'ru', 'yun']",耸直立，高起。高高地直立，直入云端。形容建筑物、山峰等高峻挺拔。
2502,一呼百应,"['yi', 'hu', 'bai', 'ying']",一个人呼喊，马上有很多人响应。
2503,逢山开路,"['feng', 'shan', 'kai', 'lu']",形容不畏艰险，在前开道。
2504,退避三舍,"['tui', 'bi', 'san', 'she']",舍古时行军计程以三十里为一舍。主动退让九十里。比喻退让和回避，避免冲突。
2505,人文荟萃,"['ren', 'wen', 'hui', 'cui']",人才和文物众多，并聚集在一地。
2506,苦中作乐,"['ku', 'zhong', 'zuo', 'le']",在困苦中勉强自寻欢乐。
2507,从善如流,"['cong', 'shan', 'ru', 'liu']",从听从；善好的，正确的；如流好象流水向下，形容迅速。形容能迅速地接受别人的好意见。
2508,卧薪尝胆,"['wo', 'xin', 'chang', 'dan']",薪柴草。睡觉睡在柴草上，吃饭睡觉都尝一尝苦胆。形容人刻苦自励，发奋图强。
2509,生搬硬套,"['sheng', 'ban', 'ying', 'tao']",生生硬。指不顾实际情况，机械地运用别人的经验，照抄别人的办法。
2510,非亲非故,"['fei', 'qin', 'fei', 'gu']",故老友。不是亲属，也不是熟人。表示彼此没有什么关系。
2511,昂首挺胸,"['ang', 'shou', 'ting', 'xiong']",抬起头，挺起胸膛。形容斗志高，士气旺。
2512,聪明反被聪明误,"['cong', 'ming', 'fan', 'bei', 'cong', 'ming', 'wu']",自以为聪明反而被聪明耽误或妨害了。
2513,鬼使神差,"['gui', 'shi', 'shen', 'chai']",使、差指使∶象有鬼神在支使着一样，不自觉地做了原先没想到要做的事。
2514,叫苦连天,"['jiao', 'ku', 'lian', 'tian']",不住地叫苦。形容十分痛苦。
2515,大势已去,"['da', 'shi', 'yi', 'qu']",大势事情发展的趋势。有利的形势已经丧失，前途已经没有希望。
2516,无奇不有,"['wu', 'qi', 'bu', 'you']",什么奇怪的事物都有。
2517,百年树人,"['bai', 'nian', 'shu', 'ren']",树种植，栽培。比喻培养人才是长期而艰巨的事。
2518,戮力同心,"['lu', 'li', 'tong', 'xin']",戮力并力；同心齐心。齐心合力。
2519,开国元勋,"['kai', 'guo', 'yuan', 'xun']",元勋有特大功绩的人。指为建立新的国家或朝代立大功的人。
2520,不卑不亢,"['bu', 'bei', 'bu', 'kang']",卑低、自卑；亢高傲。指对人有恰当的分寸，既不低声下气，也不傲慢自大。
2521,流言蜚语,"['liu', 'yan', 'fei', 'yu']",毫无根据的话。指背后散布的诽谤性的坏话。
2522,委曲求全,"['wei', 'qu', 'qiu', 'quan']",委曲曲意迁就。勉强迁就，以求保全。也指为了顾全大局而让步。
2523,选贤任能,"['xuan', 'xian', 'ren', 'neng']",盐任用贤能的人。亦作选贤与能”、选贤举能”。
2524,居心叵测,"['ju', 'xin', 'po', 'ce']",居心存心；叵不可；测推测。指存心险恶，不可推测。
2525,有志之士,"['you', 'zhi', 'zhi', 'shi']",士对人的尊称。指有理想有抱负的人。
2526,小恩小惠,"['xiao', 'en', 'xiao', 'hui']",恩、惠给人的好处。为了笼络人而给人的一点好处。
2527,挑拨离间,"['tiao', 'bo', 'li', 'jian']",搬弄是非，使别人不团结。
2528,别具匠心,"['bie', 'ju', 'jiang', 'xin']",匠心巧妙的心思。指在技巧和艺术方面具有与众不同的巧妙构思。
2529,慢条斯理,"['man', 'tiao', 'si', 'li']",原指说话做事有条有理，不慌不忙。现也形容说话做事慢腾腾，不不慌不忙。
2530,革故鼎新,"['ge', 'gu', 'ding', 'xin']",革改变，革除；故旧的；鼎树立。旧指朝政变革或改朝换代。现泛指除去旧的，建立新的。
2531,谆谆教导,"['zhun', 'zhun', 'jiao', 'dao']",谆谆恳切、耐心的样子。恳切、耐心地教导。
2532,罪大恶极,"['zui', 'da', 'e', 'ji']",罪恶大到了极点。
2533,万念俱灰,"['wan', 'nian', 'ju', 'hui']",所有的想法和打算都破灭了。形容极端灰心失望的心情。
2534,装点门面,"['zhuang', 'dian', 'men', 'mian']",装点装饰；门面指外观。比喻只把外表装饰得很漂亮。
2535,坐享其成,"['zuo', 'xiang', 'qi', 'cheng']",享享受；成成果。自己不出力而享受别人取得的成果。
2536,放之四海而皆准,"['fang', 'zhi', 'si', 'hai', 'er', 'jie', 'zhun']",四海古人认为中国四境有海环绕，故称全国为四海”；准准确。比喻具有普遍性的真理到处都适用。
2537,平步青云,"['ping', 'bu', 'qing', 'yun']",平平稳；步行走；青云高空。指人一下子升到很高的地位上去。
2538,音容笑貌,"['yin', 'rong', 'xiao', 'mao']",谈笑时的容貌和神态。用以怀念故人的声音容貌和神情。
2539,诚惶诚恐,"['cheng', 'huang', 'cheng', 'kong']",诚实在，的确；惶害怕；恐畏惧。非常小心谨慎以至达到害怕不安的程度。
2540,达官贵人,"['da', 'guan', 'gui', 'ren']",达官大官。指地位高的大官和出身侯门身价显赫的人。
2541,奇形怪状,"['qi', 'xing', 'guai', 'zhuang']",不同一般的，奇奇怪怪的形状。
2542,黑灯瞎火,"['hei', 'deng', 'xia', 'huo']",形容黑暗没有灯光。
2543,打得火热,"['da', 'de', 'huo', 're']",形容关系十分亲密。
2544,秋后算账,"['qiu', 'hou', 'suan', 'zhang']",本指秋收后结算账目。比喻待到事后再对反对自己的一方行清算处理。
2545,狼狈不堪,"['lang', 'bei', 'bu', 'kan']",狼狈窘迫的样子。困顿、窘迫得不能忍受。形容非常窘迫的样子。
2546,披星戴月,"['pi', 'xing', 'dai', 'yue']",身披星星，头戴月亮。形容连夜奔波或早出晚归，十分辛苦。
2547,街坊邻里,"['jie', 'fang', 'lin', 'li']",街坊邻居。指住处邻近的人。亦作街坊四邻”。
2548,民不聊生,"['min', 'bu', 'liao', 'sheng']",聊依赖，凭借。指老百姓无以为生，活不下去。
2549,依依惜别,"['yi', 'yi', 'xi', 'bie']",依依留恋的样子；惜别舍不得分别。形容十分留恋，舍不得分开。
2550,相见恨晚,"['xiang', 'jian', 'hen', 'wan']",只恨相见得太晚。形容一见如故，意气极其相投。
2551,贼喊捉贼,"['zei', 'han', 'zhuo', 'zei']",做贼的人喊捉贼。比喻坏人为了自己逃脱，故意制造混乱，转移目标，把别人说成是坏人。
2552,一日千里,"['yi', 'ri', 'qian', 'li']",原形容马跑得很快◇比喻进展极快。
2553,促膝谈心,"['cu', 'xi', 'tan', 'xin']",促靠近；促膝膝碰膝，坐得很近。形容亲密地谈心里话。
2554,花天酒地,"['hua', 'tian', 'jiu', 'di']",形容沉湎在酒色之中。花，指妓女。
2555,寡不敌众,"['gua', 'bu', 'di', 'zhong']",寡少；敌抵挡；众多。人少的抵挡不住人多的。
2556,杀一儆百,"['sha', 'yi', 'jing', 'bai']",儆警告。处死一个人，借以警戒许多人。
2557,近水楼台,"['jin', 'shui', 'lou', 'tai']",水边的楼台先得到月光。比喻能优先得到利益或便利的某种地位或关系。
2558,深入骨髓,"['shen', 'ru', 'gu', 'sui']",形容达到极深极重的程度。
2559,一板一眼,"['yi', 'ban', 'yi', 'yan']",比喻言语、行动有条理或合规矩。有时也比喻做事死板，不懂得灵活掌握。
2560,目无法纪,"['mu', 'wu', 'fa', 'ji']",不把国家法律放在眼里。形容胡作非为，无法无天。
2561,望其项背,"['wang', 'qi', 'xiang', 'bei']",项颈的后部。望见他的颈项和后背。比喻赶得上。
